Trade Date,Underlying,Product Type,Exchange,Volume
2020/12/11,CAT,S,BATS,1190
2020/12/11,CAT,S,C2,486
2020/12/11,CAT,S,CBOE,4556
2020/12/11,CAT,S,EDGX,1836
2020/12/14,CAT,S,BATS,1743
2020/12/14,CAT,S,C2,522
2020/12/14,CAT,S,CBOE,2831
2020/12/14,CAT,S,EDGX,844
2020/12/15,CAT,S,BATS,833
2020/12/15,CAT,S,C2,85
2020/12/15,CAT,S,CBOE,3095
2020/12/15,CAT,S,EDGX,1242
2020/12/16,CAT,S,BATS,785
2020/12/16,CAT,S,C2,188
2020/12/16,CAT,S,CBOE,1616
2020/12/16,CAT,S,EDGX,547
2020/12/17,CAT,S,BATS,459
2020/12/17,CAT,S,C2,134
2020/12/17,CAT,S,CBOE,2577
2020/12/17,CAT,S,EDGX,505
2020/12/18,CAT,S,BATS,1721
2020/12/18,CAT,S,C2,216
2020/12/18,CAT,S,CBOE,2198
2020/12/18,CAT,S,EDGX,560
2020/12/21,CAT,S,BATS,961
2020/12/21,CAT,S,C2,111
2020/12/21,CAT,S,CBOE,1451
2020/12/21,CAT,S,EDGX,452
2020/12/22,CAT,S,BATS,1555
2020/12/22,CAT,S,C2,442
2020/12/22,CAT,S,CBOE,2136
2020/12/22,CAT,S,EDGX,3406
2020/12/23,CAT,S,BATS,1519
2020/12/23,CAT,S,C2,311
2020/12/23,CAT,S,CBOE,2460
2020/12/23,CAT,S,EDGX,291
2020/12/24,CAT,S,BATS,394
2020/12/24,CAT,S,C2,240
2020/12/24,CAT,S,CBOE,1517
2020/12/24,CAT,S,EDGX,383
2020/12/28,CAT,S,BATS,2143
2020/12/28,CAT,S,C2,564
2020/12/28,CAT,S,CBOE,2605
2020/12/28,CAT,S,EDGX,561
2020/12/29,CAT,S,BATS,859
2020/12/29,CAT,S,C2,195
2020/12/29,CAT,S,CBOE,2296
2020/12/29,CAT,S,EDGX,412
2020/12/30,CAT,S,BATS,2868
2020/12/30,CAT,S,C2,853
2020/12/30,CAT,S,CBOE,6111
2020/12/30,CAT,S,EDGX,864
2020/12/31,CAT,S,BATS,1729
2020/12/31,CAT,S,C2,468
2020/12/31,CAT,S,CBOE,1540
2020/12/31,CAT,S,EDGX,612
2021/01/04,CAT,S,BATS,2877
2021/01/04,CAT,S,C2,337
2021/01/04,CAT,S,CBOE,5087
2021/01/04,CAT,S,EDGX,632
2021/01/05,CAT,S,BATS,3296
2021/01/05,CAT,S,C2,575
2021/01/05,CAT,S,CBOE,4829
2021/01/05,CAT,S,EDGX,994
2021/01/06,CAT,S,BATS,5778
2021/01/06,CAT,S,C2,2329
2021/01/06,CAT,S,CBOE,11287
2021/01/06,CAT,S,EDGX,2004
2021/01/07,CAT,S,BATS,2655
2021/01/07,CAT,S,C2,847
2021/01/07,CAT,S,CBOE,3055
2021/01/07,CAT,S,EDGX,649
2021/01/08,CAT,S,BATS,2392
2021/01/08,CAT,S,C2,402
2021/01/08,CAT,S,CBOE,2321
2021/01/08,CAT,S,EDGX,863
2021/01/11,CAT,S,BATS,1296
2021/01/11,CAT,S,C2,340
2021/01/11,CAT,S,CBOE,2195
2021/01/11,CAT,S,EDGX,404
2021/01/12,CAT,S,BATS,1322
2021/01/12,CAT,S,C2,322
2021/01/12,CAT,S,CBOE,2410
2021/01/12,CAT,S,EDGX,401
2021/01/13,CAT,S,BATS,1674
2021/01/13,CAT,S,C2,450
2021/01/13,CAT,S,CBOE,5212
2021/01/13,CAT,S,EDGX,690
2021/01/14,CAT,S,BATS,1450
2021/01/14,CAT,S,C2,532
2021/01/14,CAT,S,CBOE,3436
2021/01/14,CAT,S,EDGX,693
2021/01/15,CAT,S,BATS,2795
2021/01/15,CAT,S,C2,1172
2021/01/15,CAT,S,CBOE,5008
2021/01/15,CAT,S,EDGX,1276
2021/01/19,CAT,S,BATS,999
2021/01/19,CAT,S,C2,242
2021/01/19,CAT,S,CBOE,1460
2021/01/19,CAT,S,EDGX,456
2021/01/20,CAT,S,BATS,1565
2021/01/20,CAT,S,C2,127
2021/01/20,CAT,S,CBOE,1935
2021/01/20,CAT,S,EDGX,506
2021/01/21,CAT,S,BATS,960
2021/01/21,CAT,S,C2,162
2021/01/21,CAT,S,CBOE,1807
2021/01/21,CAT,S,EDGX,314
2021/01/22,CAT,S,BATS,1144
2021/01/22,CAT,S,C2,114
2021/01/22,CAT,S,CBOE,2389
2021/01/22,CAT,S,EDGX,379
2021/01/25,CAT,S,BATS,934
2021/01/25,CAT,S,C2,322
2021/01/25,CAT,S,CBOE,1767
2021/01/25,CAT,S,EDGX,508
2021/01/26,CAT,S,BATS,625
2021/01/26,CAT,S,C2,164
2021/01/26,CAT,S,CBOE,1663
2021/01/26,CAT,S,EDGX,339
2021/01/27,CAT,S,BATS,1140
2021/01/27,CAT,S,C2,125
2021/01/27,CAT,S,CBOE,2316
2021/01/27,CAT,S,EDGX,2547
2021/01/28,CAT,S,BATS,2044
2021/01/28,CAT,S,C2,507
2021/01/28,CAT,S,CBOE,7182
2021/01/28,CAT,S,EDGX,1556
2021/01/29,CAT,S,BATS,2075
2021/01/29,CAT,S,C2,637
2021/01/29,CAT,S,CBOE,4930
2021/01/29,CAT,S,EDGX,1664
2021/02/01,CAT,S,BATS,1347
2021/02/01,CAT,S,C2,262
2021/02/01,CAT,S,CBOE,1756
2021/02/01,CAT,S,EDGX,460
2021/02/02,CAT,S,BATS,3635
2021/02/02,CAT,S,C2,752
2021/02/02,CAT,S,CBOE,3784
2021/02/02,CAT,S,EDGX,854
2021/02/03,CAT,S,BATS,692
2021/02/03,CAT,S,C2,144
2021/02/03,CAT,S,CBOE,2119
2021/02/03,CAT,S,EDGX,401
2021/02/04,CAT,S,BATS,1959
2021/02/04,CAT,S,C2,592
2021/02/04,CAT,S,CBOE,2998
2021/02/04,CAT,S,EDGX,684
2021/02/05,CAT,S,BATS,1708
2021/02/05,CAT,S,C2,604
2021/02/05,CAT,S,CBOE,2904
2021/02/05,CAT,S,EDGX,830
2021/02/08,CAT,S,BATS,2386
2021/02/08,CAT,S,C2,386
2021/02/08,CAT,S,CBOE,3853
2021/02/08,CAT,S,EDGX,882
2021/02/09,CAT,S,BATS,1478
2021/02/09,CAT,S,C2,283
2021/02/09,CAT,S,CBOE,2121
2021/02/09,CAT,S,EDGX,527
2021/02/10,CAT,S,BATS,2339
2021/02/10,CAT,S,C2,309
2021/02/10,CAT,S,CBOE,1640
2021/02/10,CAT,S,EDGX,477
2021/02/11,CAT,S,BATS,1354
2021/02/11,CAT,S,C2,662
2021/02/11,CAT,S,CBOE,2037
2021/02/11,CAT,S,EDGX,580
2021/02/12,CAT,S,BATS,768
2021/02/12,CAT,S,C2,201
2021/02/12,CAT,S,CBOE,2650
2021/02/12,CAT,S,EDGX,276
2021/02/16,CAT,S,BATS,2226
2021/02/16,CAT,S,C2,575
2021/02/16,CAT,S,CBOE,2884
2021/02/16,CAT,S,EDGX,899
2021/02/17,CAT,S,BATS,953
2021/02/17,CAT,S,C2,403
2021/02/17,CAT,S,CBOE,1705
2021/02/17,CAT,S,EDGX,487
2021/02/18,CAT,S,BATS,1234
2021/02/18,CAT,S,C2,407
2021/02/18,CAT,S,CBOE,2432
2021/02/18,CAT,S,EDGX,483
2021/02/19,CAT,S,BATS,3135
2021/02/19,CAT,S,C2,1038
2021/02/19,CAT,S,CBOE,6655
2021/02/19,CAT,S,EDGX,1954
2021/02/22,CAT,S,BATS,1586
2021/02/22,CAT,S,C2,620
2021/02/22,CAT,S,CBOE,6018
2021/02/22,CAT,S,EDGX,1074
2021/02/23,CAT,S,BATS,1227
2021/02/23,CAT,S,C2,727
2021/02/23,CAT,S,CBOE,2921
2021/02/23,CAT,S,EDGX,654
2021/02/24,CAT,S,BATS,3573
2021/02/24,CAT,S,C2,868
2021/02/24,CAT,S,CBOE,6510
2021/02/24,CAT,S,EDGX,1524
2021/02/25,CAT,S,BATS,2542
2021/02/25,CAT,S,C2,595
2021/02/25,CAT,S,CBOE,3393
2021/02/25,CAT,S,EDGX,544
2021/02/26,CAT,S,BATS,2148
2021/02/26,CAT,S,C2,403
2021/02/26,CAT,S,CBOE,4261
2021/02/26,CAT,S,EDGX,757
2021/03/01,CAT,S,BATS,1103
2021/03/01,CAT,S,C2,262
2021/03/01,CAT,S,CBOE,1886
2021/03/01,CAT,S,EDGX,422
2021/03/02,CAT,S,BATS,1155
2021/03/02,CAT,S,C2,168
2021/03/02,CAT,S,CBOE,1833
2021/03/02,CAT,S,EDGX,312
2021/03/03,CAT,S,BATS,1341
2021/03/03,CAT,S,C2,257
2021/03/03,CAT,S,CBOE,1617
2021/03/03,CAT,S,EDGX,415
2021/03/04,CAT,S,BATS,1868
2021/03/04,CAT,S,C2,691
2021/03/04,CAT,S,CBOE,2591
2021/03/04,CAT,S,EDGX,666
2021/03/05,CAT,S,BATS,1348
2021/03/05,CAT,S,C2,535
2021/03/05,CAT,S,CBOE,2505
2021/03/05,CAT,S,EDGX,1323
2021/03/08,CAT,S,BATS,1955
2021/03/08,CAT,S,C2,304
2021/03/08,CAT,S,CBOE,3137
2021/03/08,CAT,S,EDGX,631
2021/03/09,CAT,S,BATS,829
2021/03/09,CAT,S,C2,313
2021/03/09,CAT,S,CBOE,1740
2021/03/09,CAT,S,EDGX,389
2021/03/10,CAT,S,BATS,1298
2021/03/10,CAT,S,C2,319
2021/03/10,CAT,S,CBOE,1865
2021/03/10,CAT,S,EDGX,525
2021/03/11,CAT,S,BATS,1391
2021/03/11,CAT,S,C2,920
2021/03/11,CAT,S,CBOE,2135
2021/03/11,CAT,S,EDGX,742
2021/03/12,CAT,S,BATS,4632
2021/03/12,CAT,S,C2,1155
2021/03/12,CAT,S,CBOE,5736
2021/03/12,CAT,S,EDGX,1720
2021/03/15,CAT,S,BATS,2291
2021/03/15,CAT,S,C2,731
2021/03/15,CAT,S,CBOE,2882
2021/03/15,CAT,S,EDGX,909
2021/03/16,CAT,S,BATS,1527
2021/03/16,CAT,S,C2,496
2021/03/16,CAT,S,CBOE,2265
2021/03/16,CAT,S,EDGX,506
2021/03/17,CAT,S,BATS,2177
2021/03/17,CAT,S,C2,865
2021/03/17,CAT,S,CBOE,8002
2021/03/17,CAT,S,EDGX,918
2021/03/18,CAT,S,BATS,1966
2021/03/18,CAT,S,C2,801
2021/03/18,CAT,S,CBOE,6983
2021/03/18,CAT,S,EDGX,902
2021/03/19,CAT,S,BATS,1810
2021/03/19,CAT,S,C2,965
2021/03/19,CAT,S,CBOE,6247
2021/03/19,CAT,S,EDGX,542
2021/03/22,CAT,S,BATS,1485
2021/03/22,CAT,S,C2,426
2021/03/22,CAT,S,CBOE,2215
2021/03/22,CAT,S,EDGX,517
2021/03/23,CAT,S,BATS,1971
2021/03/23,CAT,S,C2,698
2021/03/23,CAT,S,CBOE,3760
2021/03/23,CAT,S,EDGX,678
2021/03/24,CAT,S,BATS,4466
2021/03/24,CAT,S,C2,953
2021/03/24,CAT,S,CBOE,6167
2021/03/24,CAT,S,EDGX,4033
2021/03/25,CAT,S,BATS,2129
2021/03/25,CAT,S,C2,906
2021/03/25,CAT,S,CBOE,4146
2021/03/25,CAT,S,EDGX,568
2021/03/26,CAT,S,BATS,2577
2021/03/26,CAT,S,C2,1105
2021/03/26,CAT,S,CBOE,6031
2021/03/26,CAT,S,EDGX,1137
2021/03/29,CAT,S,BATS,1904
2021/03/29,CAT,S,C2,575
2021/03/29,CAT,S,CBOE,2954
2021/03/29,CAT,S,EDGX,1313
2021/03/30,CAT,S,BATS,2146
2021/03/30,CAT,S,C2,591
2021/03/30,CAT,S,CBOE,4048
2021/03/30,CAT,S,EDGX,805
2021/03/31,CAT,S,BATS,2086
2021/03/31,CAT,S,C2,1056
2021/03/31,CAT,S,CBOE,5757
2021/03/31,CAT,S,EDGX,873
2021/04/01,CAT,S,BATS,2717
2021/04/01,CAT,S,C2,1323
2021/04/01,CAT,S,CBOE,5891
2021/04/01,CAT,S,EDGX,1271
2021/04/05,CAT,S,BATS,1747
2021/04/05,CAT,S,C2,673
2021/04/05,CAT,S,CBOE,3432
2021/04/05,CAT,S,EDGX,1143
2021/04/06,CAT,S,BATS,2170
2021/04/06,CAT,S,C2,1162
2021/04/06,CAT,S,CBOE,3152
2021/04/06,CAT,S,EDGX,561
2021/04/07,CAT,S,BATS,1028
2021/04/07,CAT,S,C2,428
2021/04/07,CAT,S,CBOE,1334
2021/04/07,CAT,S,EDGX,325
2021/04/08,CAT,S,BATS,1483
2021/04/08,CAT,S,C2,1044
2021/04/08,CAT,S,CBOE,2503
2021/04/08,CAT,S,EDGX,790
2021/04/09,CAT,S,BATS,1707
2021/04/09,CAT,S,C2,914
2021/04/09,CAT,S,CBOE,4386
2021/04/09,CAT,S,EDGX,1445
2021/04/12,CAT,S,BATS,1143
2021/04/12,CAT,S,C2,398
2021/04/12,CAT,S,CBOE,3202
2021/04/12,CAT,S,EDGX,505
2021/04/13,CAT,S,BATS,1133
2021/04/13,CAT,S,C2,397
2021/04/13,CAT,S,CBOE,3795
2021/04/13,CAT,S,EDGX,960
2021/04/14,CAT,S,BATS,1431
2021/04/14,CAT,S,C2,621
2021/04/14,CAT,S,CBOE,2926
2021/04/14,CAT,S,EDGX,825
2021/04/15,CAT,S,BATS,1005
2021/04/15,CAT,S,C2,623
2021/04/15,CAT,S,CBOE,2071
2021/04/15,CAT,S,EDGX,616
2021/04/16,CAT,S,BATS,1689
2021/04/16,CAT,S,C2,949
2021/04/16,CAT,S,CBOE,3975
2021/04/16,CAT,S,EDGX,3091
2021/04/19,CAT,S,BATS,849
2021/04/19,CAT,S,C2,495
2021/04/19,CAT,S,CBOE,3278
2021/04/19,CAT,S,EDGX,540
2021/04/20,CAT,S,BATS,1468
2021/04/20,CAT,S,C2,644
2021/04/20,CAT,S,CBOE,2716
2021/04/20,CAT,S,EDGX,710
2021/04/21,CAT,S,BATS,1663
2021/04/21,CAT,S,C2,593
2021/04/21,CAT,S,CBOE,2467
2021/04/21,CAT,S,EDGX,516
2021/04/22,CAT,S,BATS,1495
2021/04/22,CAT,S,C2,658
2021/04/22,CAT,S,CBOE,6206
2021/04/22,CAT,S,EDGX,834
2021/04/23,CAT,S,BATS,900
2021/04/23,CAT,S,C2,690
2021/04/23,CAT,S,CBOE,3876
2021/04/23,CAT,S,EDGX,918
2021/04/26,CAT,S,BATS,876
2021/04/26,CAT,S,C2,353
2021/04/26,CAT,S,CBOE,1416
2021/04/26,CAT,S,EDGX,343
2021/04/27,CAT,S,BATS,671
2021/04/27,CAT,S,C2,244
2021/04/27,CAT,S,CBOE,1733
2021/04/27,CAT,S,EDGX,193
2021/04/28,CAT,S,BATS,1745
2021/04/28,CAT,S,C2,1182
2021/04/28,CAT,S,CBOE,7608
2021/04/28,CAT,S,EDGX,1930
2021/04/29,CAT,S,BATS,4615
2021/04/29,CAT,S,C2,2456
2021/04/29,CAT,S,CBOE,7317
2021/04/29,CAT,S,EDGX,2526
2021/04/30,CAT,S,BATS,2411
2021/04/30,CAT,S,C2,1359
2021/04/30,CAT,S,CBOE,4862
2021/04/30,CAT,S,EDGX,1808
